Draw Date ,s0,s0+,s1,s1+,s2,s2+,s3,s3+,s4,s4+,s5,s5+,s6
2008-09-24,1102,211,1021,142,357,33,54,3,3,0,0,0,1
2008-09-20,1136,170,1030,160,335,34,59,0,2,0,0,0,1
2008-09-17,1062,185,1095,136,363,36,45,2,2,0,0,0,1
2008-09-13,1113,189,1048,140,356,31,45,2,2,0,0,0,1
2008-09-10,1131,178,1047,138,330,34,60,3,5,0,0,0,1
2008-09-06,1084,189,1096,149,322,39,42,3,2,0,0,0,1
2008-09-03,1090,157,1111,146,338,31,44,5,4,0,0,0,1
2008-08-30,1077,177,1086,146,366,27,39,6,2,0,0,0,1
2008-08-27,1084,159,1042,162,366,51,52,6,4,0,0,0,1
2008-08-23,1100,173,1065,137,357,42,48,3,1,0,0,0,1
2008-08-20,1035,186,1075,142,388,46,47,3,3,0,1,0,1
2008-08-16,1052,176,1083,167,370,29,43,4,2,0,0,0,1
2008-08-13,1139,186,1068,126,310,35,58,4,0,0,0,0,1
2008-08-09,1059,188,1079,144,359,29,62,5,1,0,0,0,1
2008-08-06,1077,167,1104,153,351,30,42,1,0,1,0,0,1
2008-08-02,1045,186,1098,157,350,38,47,3,1,0,1,0,1
2008-07-30,1102,172,1029,150,377,40,50,3,3,0,0,0,1
2008-07-26,1122,171,1060,154,329,30,55,2,3,0,0,0,1
2008-07-23,1133,191,1033,131,354,32,46,2,4,0,0,0,1
2008-07-19,1085,196,1056,138,338,44,65,4,0,0,0,0,1
2008-07-16,1088,181,1013,155,373,56,55,4,1,0,0,0,1
2008-07-12,1054,159,1098,151,371,38,47,4,4,0,0,0,1
2008-07-09,1080,151,1090,135,389,20,56,4,1,0,0,0,1
2008-07-05,1099,171,1115,148,314,35,39,3,2,0,0,0,1
2008-07-02,1117,154,1112,128,335,35,41,3,1,0,0,0,1
2008-06-28,1106,203,1057,131,346,29,42,6,6,0,0,0,1
2008-06-25,1097,163,1102,178,312,31,38,2,3,0,0,0,1
2008-06-21,1107,187,1070,142,331,39,42,4,4,0,0,0,1
2008-06-18,1087,176,1083,143,352,42,39,3,0,1,0,0,1
2008-06-14,1145,156,1041,133,363,42,42,2,2,0,0,0,1
2008-06-11,1074,177,1078,136,372,33,48,3,5,0,0,0,1
2008-06-07,1111,181,1076,127,334,37,52,4,4,0,0,0,1
2008-06-04,1061,191,1079,154,343,33,60,3,1,1,0,0,1
2008-05-31,1070,176,1090,163,339,38,47,2,1,0,0,0,1
2008-05-28,1098,176,1047,141,363,39,52,4,6,0,0,0,1
2008-05-24,1085,186,1036,153,385,35,37,6,3,0,0,0,1
2008-05-21,1093,184,1037,143,375,30,57,6,1,0,0,0,1
2008-05-17,1074,196,1102,134,346,32,40,1,1,0,0,0,1
2008-05-14,1097,184,1076,154,340,33,38,3,1,0,0,0,1
2008-05-10,1112,177,1099,119,334,30,51,1,3,0,0,0,1
2008-05-07,1048,179,1109,132,364,38,48,4,4,0,0,0,1
2008-05-03,1096,183,1075,119,362,39,44,6,2,0,0,0,1
2008-04-30,1106,203,1047,130,364,32,39,0,5,0,0,0,1
2008-04-26,1083,174,1065,148,353,45,49,4,5,0,0,0,1
2008-04-23,1136,183,1052,126,365,29,32,3,0,0,0,0,1
2008-04-19,1084,194,1059,139,363,32,49,3,3,0,0,0,1
2008-04-16,1086,180,1096,139,329,39,45,6,6,0,0,0,1
2008-04-12,1056,155,1103,152,375,33,47,1,4,0,0,0,1
2008-04-09,1118,199,1044,138,337,37,47,2,4,0,0,0,1
2008-04-05,1109,193,1030,146,335,52,47,8,6,0,0,0,1
2008-04-02,1044,177,1089,157,356,50,45,4,3,0,1,0,1
2008-03-29,1128,189,1013,144,365,33,44,1,9,0,0,0,1
2008-03-26,1082,189,1095,128,338,41,49,2,2,0,0,0,1
2008-03-22,1118,173,1044,142,372,41,33,1,2,0,0,0,1
2008-03-19,1058,180,1115,129,355,38,46,4,1,0,0,0,1
2008-03-15,1129,171,1054,144,319,38,63,2,6,0,0,0,1
2008-03-12,1115,168,1083,131,331,35,53,8,2,0,0,0,1
2008-03-08,1090,178,1054,154,354,47,37,7,3,2,0,0,1
2008-03-05,1120,171,1099,135,315,33,45,4,3,1,0,0,1
2008-03-01,1120,192,1059,137,350,29,35,3,1,0,0,0,1
2008-02-27,1074,194,1059,129,373,42,49,3,3,0,0,0,1
2008-02-23,1039,192,1110,147,357,35,42,1,3,0,0,0,1
2008-02-20,1115,179,1011,141,382,43,52,1,2,0,0,0,1
2008-02-16,1145,184,1038,143,328,32,47,5,4,0,0,0,1
2008-02-13,1133,165,1070,138,345,30,40,4,1,0,0,0,1
2008-02-09,1094,170,1064,147,367,27,44,10,3,0,0,0,1
2008-02-06,1095,181,1014,180,374,36,40,2,4,0,0,0,1
2008-02-02,1102,190,1069,123,345,28,56,9,4,0,0,0,1
2008-01-30,1091,184,1057,141,364,30,53,4,2,0,0,0,1
2008-01-26,1048,191,1091,153,354,35,48,6,0,0,0,0,1
2008-01-23,1101,162,1089,111,372,41,49,0,1,0,0,0,1
2008-01-19,1108,167,1056,156,365,30,36,4,4,0,0,0,1
2008-01-16,1093,169,1089,127,349,49,43,3,4,0,0,0,1
2008-01-12,1084,207,1088,129,336,33,40,5,4,0,0,0,1
2008-01-09,1150,169,1086,129,304,42,39,4,3,0,0,0,1
2008-01-05,1124,157,1095,130,331,38,45,3,3,0,0,0,1
2008-01-02,1075,186,1075,149,344,33,57,3,4,0,0,0,1
2007-12-29,1085,196,1089,133,348,34,36,3,2,0,0,0,1
2007-12-26,1087,185,1074,135,327,44,71,2,1,0,0,0,1
2007-12-22,1109,176,1059,156,345,35,39,3,4,0,0,0,1
2007-12-19,1099,179,1069,132,360,35,46,1,4,1,0,0,1
2007-12-15,1090,182,1045,145,384,35,40,4,1,0,0,0,1
2007-12-12,1084,198,1081,155,322,33,47,2,4,0,0,0,1
2007-12-08,1127,176,1041,130,356,34,52,5,5,0,0,0,1
2007-12-05,1055,192,1093,132,348,42,58,3,3,0,0,0,1
2007-12-01,1146,167,1084,129,309,37,47,3,4,0,0,0,1
2007-11-28,1083,164,1058,167,360,35,50,5,4,0,0,0,1
2007-11-24,1039,210,1103,135,357,30,47,3,2,0,0,0,1
2007-11-21,1100,199,1031,145,359,41,46,2,3,0,0,0,1
2007-11-17,1054,157,1111,133,379,31,53,4,4,0,0,0,1
2007-11-14,1111,179,1028,136,384,33,48,6,1,0,0,0,1
2007-11-10,1076,180,1051,143,371,38,63,3,0,1,0,0,1
2007-11-07,1114,177,1039,158,347,35,51,2,3,0,0,0,1
2007-11-03,1119,175,1084,130,323,39,48,2,5,1,0,0,1
2007-10-31,1133,174,1031,133,359,39,51,2,4,0,0,0,1
2007-10-27,1075,200,1084,148,336,24,53,5,1,0,0,0,1
2007-10-24,1064,191,1087,145,359,26,46,4,3,1,0,0,1
2007-10-20,1050,179,1089,172,356,30,43,4,3,0,0,0,1
2007-10-17,1109,188,1048,148,339,40,45,4,5,0,0,0,1
2007-10-13,1096,186,1078,149,346,32,33,2,4,0,0,0,1
2007-10-10,1087,173,1069,160,353,41,34,6,3,0,0,0,1
2007-10-06,1155,162,1022,152,350,29,49,3,4,0,0,0,1
2007-10-03,1150,176,1032,140,338,37,45,6,1,1,0,0,1
2007-09-29,1139,175,1012,157,343,37,56,5,2,0,0,0,1
2007-09-26,1105,178,1041,143,371,38,50,0,0,0,0,0,1
2007-09-22,1077,223,1037,133,369,36,44,5,2,0,0,0,1
2007-09-19,1149,166,1049,151,323,32,50,3,3,0,0,0,1
2007-09-15,1075,190,1091,130,330,43,57,4,6,0,0,0,1
2007-09-12,1066,188,1084,126,353,38,67,2,2,0,0,0,1
2007-09-08,1079,172,1081,145,353,31,58,5,2,0,0,0,1
2007-09-05,1128,176,1071,135,320,38,52,1,5,0,0,0,1
2007-09-01,1107,169,1070,134,370,27,43,4,2,0,0,0,1
2007-08-29,1109,185,1047,142,349,47,42,3,2,0,0,0,1
2007-08-25,1087,179,1067,150,358,33,44,6,2,0,0,0,1
2007-08-22,1091,177,1082,145,344,38,40,7,2,0,0,0,1
2007-08-18,1126,177,1052,138,345,37,47,1,3,0,0,0,1
2007-08-15,1079,184,1108,144,319,31,52,4,5,0,0,0,1
2007-08-11,1069,175,1094,148,338,38,56,3,5,0,0,0,1
2007-08-08,1098,169,1080,132,364,41,36,2,4,0,0,0,1
2007-08-04,1078,183,1090,134,347,30,59,2,3,0,0,0,1
2007-08-01,1123,161,1101,147,316,26,46,4,2,0,0,0,1
2007-07-28,1123,167,1064,141,359,31,36,2,3,0,0,0,1
2007-07-25,1065,179,1104,151,341,29,53,4,0,0,0,0,1
2007-07-21,1110,158,1056,151,367,26,50,5,3,0,0,0,1
2007-07-18,1106,185,1043,128,368,38,50,5,3,0,0,0,1
2007-07-14,1117,207,1063,135,315,37,40,7,3,1,1,0,1
2007-07-11,1109,186,1055,148,355,31,38,2,2,0,0,0,1
2007-07-07,1099,164,1054,156,354,50,41,1,7,0,0,0,1
2007-07-04,1044,190,1110,134,350,49,41,4,4,0,0,0,1
2007-06-30,1072,174,1025,159,379,55,55,4,3,0,0,0,1
2007-06-27,1096,179,1053,146,358,34,52,4,4,0,0,0,1
2007-06-23,1086,162,1055,142,363,46,60,6,6,0,0,0,1
2007-06-20,1090,165,1048,170,359,38,48,2,6,0,0,0,1
2007-06-16,1085,166,1074,151,335,31,71,8,5,0,0,0,1
2007-06-13,1155,155,1024,155,356,36,41,3,1,0,0,0,1
2007-06-09,1092,164,1061,151,349,49,52,4,4,0,0,0,1
2007-06-06,1064,164,1088,163,357,31,53,1,5,0,0,0,1
2007-06-02,1076,186,1090,129,348,32,55,7,3,0,0,0,1
2007-05-30,1106,175,1085,142,327,37,50,1,3,0,0,0,1
2007-05-26,1079,209,1050,141,355,35,53,2,2,0,0,0,1
2007-05-23,1101,174,1082,126,358,35,44,4,2,0,0,0,1
2007-05-19,1115,195,1001,147,383,41,37,4,3,0,0,0,1
2007-05-16,1058,174,1116,140,348,41,44,3,2,0,0,0,1
2007-05-12,1073,165,1098,149,357,34,44,3,2,1,0,0,1
2007-05-09,1090,165,1108,150,322,33,50,4,4,0,0,0,1
2007-05-05,1102,173,1043,150,369,32,54,2,1,0,0,0,1
2007-05-02,1072,174,1108,131,361,35,42,3,0,0,0,0,1
2007-04-28,1099,185,1032,154,357,45,47,5,2,0,0,0,1
2007-04-25,1139,193,1030,132,336,38,52,2,4,0,0,0,1
2007-04-21,1103,169,1074,134,361,36,47,2,0,0,0,0,1
2007-04-18,1155,167,1055,129,332,34,46,2,5,1,0,0,1
2007-04-14,1127,172,1073,129,335,43,44,2,1,0,0,0,1
2007-04-11,1102,173,1064,154,343,31,53,3,2,0,1,0,1
2007-04-07,1112,173,1037,133,363,44,57,5,2,0,0,0,1
2007-04-04,1121,187,1079,149,306,36,45,1,1,0,1,0,1
2007-03-31,1033,203,1083,142,379,35,44,5,2,0,0,0,1
2007-03-28,1133,151,1059,164,339,20,52,5,3,0,0,0,1
2007-03-24,1114,158,1081,144,339,39,47,2,2,0,0,0,1
2007-03-21,1128,189,996,141,377,31,54,4,6,0,0,0,1
2007-03-17,1085,175,1072,146,363,40,39,2,4,0,0,0,1
2007-03-14,1073,177,1117,146,313,43,50,1,6,0,0,0,1
2007-03-10,1088,166,1064,123,378,48,54,1,4,0,0,0,1
2007-03-07,1085,159,1092,157,340,37,49,2,4,1,0,0,1
2007-03-03,1092,193,1038,154,346,43,54,5,1,0,0,0,1
2007-02-28,1076,181,1125,110,334,50,42,5,2,1,0,0,1
2007-02-24,1117,161,1048,146,358,42,48,4,1,1,0,0,1
2007-02-21,1121,168,1050,176,330,36,35,5,5,0,0,0,1
2007-02-17,1084,180,1074,138,357,27,58,6,2,0,0,0,1
2007-02-14,1148,174,1030,146,349,31,45,2,1,0,0,0,1
2007-02-10,1099,184,1068,143,349,32,46,3,2,0,0,0,1
2007-02-07,1107,187,1053,131,345,38,57,4,4,0,0,0,1
2007-02-03,1102,187,1060,150,332,34,55,3,3,0,0,0,1
2007-01-31,1058,179,1116,135,350,38,43,2,5,0,0,0,1
2007-01-27,1128,169,1050,124,363,30,50,7,4,1,0,0,1
2007-01-24,1124,188,1047,139,335,34,53,6,0,0,0,0,1
2007-01-20,1105,178,1119,143,294,34,47,4,2,0,0,0,1
2007-01-17,1086,167,1091,124,360,30,59,5,4,0,0,0,1
2007-01-13,1110,183,1076,147,340,22,43,3,2,0,0,0,1
2007-01-10,1125,170,1055,138,344,35,56,2,1,0,0,0,1
2007-01-06,1072,193,1081,136,352,45,42,2,3,0,0,0,1
2007-01-03,1145,171,1054,127,341,36,48,3,1,0,0,0,1
2006-12-30,1087,182,1065,135,384,34,32,6,0,1,0,0,1
2006-12-27,1062,161,1105,148,363,36,42,6,3,0,0,0,1
2006-12-23,1034,161,1155,135,344,39,53,4,1,0,0,0,1
2006-12-20,1085,157,1049,169,372,37,46,4,7,0,0,0,1
2006-12-16,1076,196,1070,131,369,28,48,5,3,0,0,0,1
2006-12-13,1062,198,1112,127,322,39,62,2,2,0,0,0,1
2006-12-09,1126,165,1063,137,352,32,47,3,1,0,0,0,1
2006-12-06,1078,177,1098,133,340,38,53,6,3,0,0,0,1
2006-12-02,1143,166,1019,153,338,42,57,4,4,0,0,0,1
2006-11-29,1095,196,1073,125,355,34,39,6,1,1,1,0,1
2006-11-25,1116,190,1040,140,332,44,56,4,3,1,0,0,1
2006-11-22,1074,184,1081,131,358,39,50,3,6,0,0,0,1
2006-11-18,1107,169,1057,169,326,42,50,3,2,1,0,0,1
2006-11-15,1131,157,1100,131,334,34,36,2,1,0,0,0,1
2006-11-11,1104,165,1106,131,335,25,57,1,2,0,0,0,1
2006-11-08,1108,185,1079,124,351,33,40,4,2,0,0,0,1
2006-11-04,1081,167,1105,138,349,27,54,1,4,0,0,0,1
2006-11-01,1117,164,1104,129,316,38,53,2,3,0,0,0,1
2006-10-28,1101,205,1059,123,342,36,56,1,3,0,0,0,1
2006-10-25,1100,169,1076,138,361,42,35,4,1,0,0,0,1
2006-10-21,1016,177,1144,162,350,27,46,0,3,1,0,0,1
2006-10-18,1087,165,1105,146,337,29,47,8,2,0,0,0,1
2006-10-14,1131,189,1062,139,318,34,46,4,3,0,0,0,1
2006-10-11,1093,192,1057,125,358,43,55,2,1,0,0,0,1
2006-10-07,1084,172,1074,155,351,40,43,2,5,0,0,0,1
2006-10-04,1080,169,1046,153,391,35,48,2,2,0,0,0,1
2006-09-30,1093,178,1064,149,352,43,42,3,2,0,0,0,1
2006-09-27,1120,175,1076,136,344,27,47,1,0,0,0,0,1
2006-09-23,1097,190,1021,139,383,30,54,7,5,0,0,0,1
2006-09-20,1089,169,1060,157,363,38,43,5,2,0,0,0,1
2006-09-16,1069,194,1068,143,372,32,43,3,2,0,0,0,1
2006-09-13,1093,173,1066,126,376,44,43,4,1,0,0,0,1
2006-09-09,1105,182,1038,144,365,34,53,3,2,0,0,0,1
2006-09-06,1120,175,1057,146,334,44,41,7,2,0,0,0,1
2006-09-02,1147,194,1035,144,317,32,51,5,1,0,0,0,1
2006-08-30,1070,180,1090,140,357,35,49,3,2,0,0,0,1
2006-08-26,1104,191,1052,138,343,39,50,4,5,0,0,0,1
2006-08-23,1069,184,1104,135,331,53,47,3,0,0,0,0,1
2006-08-19,1066,202,1045,142,376,42,51,0,1,1,0,0,1
2006-08-16,1103,171,1089,130,342,40,44,1,6,0,0,0,1
2006-08-12,1039,193,1105,139,364,27,41,10,8,0,0,0,1
2006-08-09,1054,175,1113,145,343,42,48,2,4,0,0,0,1
2006-08-05,1080,189,1071,151,363,27,39,5,1,0,0,0,1
2006-08-02,1069,156,1082,145,372,38,58,4,2,0,0,0,1
2006-07-29,1056,197,1102,145,320,41,60,3,2,0,0,0,1
2006-07-26,1035,171,1097,165,367,45,39,3,4,0,0,0,1
2006-07-22,1112,174,1050,133,367,34,49,4,3,0,0,0,1
2006-07-19,1128,190,1035,147,339,33,50,2,2,0,0,0,1
2006-07-15,1102,157,1100,134,352,28,47,4,2,0,0,0,1
2006-07-12,1110,177,1054,153,345,28,53,3,3,0,0,0,1
2006-07-08,1085,162,1104,137,359,31,41,2,5,0,0,0,1
2006-07-05,1070,171,1124,133,347,29,44,4,4,0,0,0,1
2006-07-01,1095,155,1082,157,336,41,50,7,3,0,0,0,1
2006-06-28,1131,196,1052,119,344,25,52,3,4,0,0,0,1
2006-06-24,1127,184,1062,145,325,36,44,2,1,0,0,0,1
2006-06-21,1065,201,1070,133,368,35,45,6,3,0,0,0,1
2006-06-17,1141,175,1058,137,334,35,36,6,4,0,0,0,1
2006-06-14,1108,163,1085,173,317,32,40,7,1,0,0,0,1
2006-06-10,1106,150,1089,144,354,28,51,0,3,1,0,0,1
2006-06-07,1094,180,1079,153,335,37,40,5,3,0,0,0,1
2006-06-03,1092,189,1015,148,379,40,52,3,8,0,0,0,1
2006-05-31,1114,176,1048,143,355,33,55,1,1,0,0,0,1
2006-05-27,1143,170,1027,144,358,34,43,2,3,2,0,0,1
2006-05-24,1083,146,1082,134,388,38,52,3,0,0,0,0,1
2006-05-20,1128,180,1053,116,343,33,64,5,3,1,0,0,1
2006-05-17,1101,196,1046,128,343,42,59,7,3,0,0,1,1
2006-05-13,1064,179,1083,153,360,28,54,3,2,0,0,0,1
2006-05-10,1066,181,1116,131,338,36,54,1,3,0,0,0,1
2006-05-06,1157,189,1028,125,347,27,48,1,4,0,0,0,1
2006-05-03,1128,176,1056,140,336,40,40,6,4,0,0,0,1
2006-04-29,1096,187,1059,139,357,39,45,2,2,0,0,0,1
2006-04-26,1115,201,1048,143,333,27,53,3,3,0,0,0,1
2006-04-22,1096,173,1074,150,352,29,47,4,1,0,0,0,1
2006-04-19,1140,179,1054,124,326,31,65,4,3,0,0,0,1
2006-04-15,1064,166,1102,149,356,30,54,3,2,0,0,0,1
2006-04-12,1099,183,1056,145,340,40,55,5,3,0,0,0,1
2006-04-08,1077,168,1040,162,370,45,48,9,7,0,0,0,1
2006-04-05,1094,180,1082,131,346,45,44,2,2,0,0,0,1
2006-04-01,1039,207,1073,150,364,36,48,5,3,1,0,0,1
2006-03-29,1054,193,1090,137,363,35,48,3,3,0,0,0,1
2006-03-25,1096,190,1089,115,362,39,29,5,1,0,0,0,1
2006-03-22,1052,202,1090,132,356,31,52,8,3,0,0,0,1
2006-03-18,1083,184,1091,142,341,37,43,2,3,0,0,0,1
2006-03-15,1112,161,1089,140,338,35,48,3,0,0,0,0,1
2006-03-11,1081,151,1095,143,358,38,50,2,8,0,0,0,1
2006-03-08,1073,185,1042,149,375,35,58,6,3,0,0,0,1
2006-03-04,1076,186,1104,148,336,30,37,8,1,0,0,0,1
2006-03-01,1109,164,1049,165,354,37,44,2,2,0,0,0,1
2006-02-25,1082,185,1099,122,333,45,52,3,5,0,0,0,1
2006-02-22,1127,186,1037,145,348,39,40,3,1,0,0,0,1
2006-02-18,1116,171,1053,137,363,23,52,6,5,0,0,0,1
2006-02-15,1097,183,1018,147,375,42,48,9,7,0,0,0,1
2006-02-11,1079,173,1113,118,363,34,44,1,1,0,0,0,1
2006-02-08,1107,175,1065,129,351,35,60,2,2,0,0,0,1
2006-02-04,1066,190,1095,145,331,36,57,0,6,0,0,0,1
2006-02-01,1093,173,1095,131,353,37,39,3,1,1,0,0,1
2006-01-28,1060,191,1082,143,362,30,53,2,3,0,0,0,1
2006-01-25,1088,188,1073,137,355,32,50,0,3,0,0,0,1
2006-01-21,1148,165,1040,132,342,31,55,9,4,0,0,0,1
2006-01-18,1147,160,1089,123,327,36,34,6,4,0,0,0,1
2006-01-14,1121,192,1025,137,361,31,50,5,4,0,0,0,1
2006-01-11,1057,175,1077,148,378,30,53,5,3,0,0,0,1
2006-01-07,1112,183,1074,130,340,34,49,1,2,0,1,0,1
2006-01-04,1074,188,1089,147,344,29,52,0,3,0,0,0,1
2005-12-31,1148,171,1064,130,333,31,45,3,1,0,0,0,1
2005-12-28,1090,178,1057,147,351,42,57,3,1,0,0,0,1
2005-12-24,1104,168,1077,147,352,29,43,3,3,0,0,0,1
2005-12-21,1079,189,1053,129,368,40,57,7,3,0,1,0,1
2005-12-17,1094,147,1087,145,370,32,48,2,1,0,0,0,1
2005-12-14,1082,181,1069,149,348,43,48,4,2,0,0,0,1
2005-12-10,1035,182,1108,149,358,36,51,2,5,0,0,0,1
2005-12-07,1080,185,1077,143,360,28,46,4,3,0,0,0,1
2005-12-03,1064,169,1087,135,360,40,66,2,3,0,0,0,1
2005-11-30,1119,186,1038,144,344,41,50,1,3,0,0,0,1
2005-11-26,1127,164,1059,149,347,39,36,1,4,0,0,0,1
2005-11-23,1102,157,1091,142,346,31,50,5,2,0,0,0,1
2005-11-19,1103,163,1070,150,339,38,58,5,0,0,0,0,1
2005-11-16,1090,202,1082,135,346,28,41,1,1,0,0,0,1
2005-11-12,1062,170,1132,145,343,28,40,4,2,0,0,0,1
2005-11-09,1111,183,1080,136,328,34,48,3,3,0,0,0,1
2005-11-05,1026,187,1114,128,361,42,59,5,4,0,0,0,1
2005-11-02,1079,177,1094,146,333,45,46,4,2,0,0,0,1
2005-10-29,1103,155,1088,148,345,40,45,1,1,0,0,0,1
2005-10-26,1060,161,1143,136,326,37,58,1,4,0,0,0,1
2005-10-22,1078,168,1115,136,351,31,43,4,0,0,0,0,1
2005-10-19,1054,181,1075,154,356,45,51,6,4,0,0,0,1
2005-10-15,1063,160,1117,147,357,26,49,3,4,0,0,0,1
2005-10-12,1083,200,1064,131,353,41,46,5,3,0,0,0,1
2005-10-08,1123,176,1069,124,356,32,39,6,1,0,0,0,1
2005-10-05,1107,200,1072,119,351,36,34,4,3,0,0,0,1
2005-10-01,1130,184,1065,154,308,34,44,3,3,1,0,0,1
2005-09-28,1122,169,1079,130,352,28,33,3,9,0,1,0,1
2005-09-24,1102,166,1079,144,346,28,55,3,3,0,0,0,1
2005-09-21,1158,163,1035,155,328,24,57,5,1,0,0,0,1
2005-09-17,1078,177,1091,155,342,30,49,3,1,0,0,0,1
2005-09-14,1057,187,1054,155,376,37,56,1,3,0,0,0,1
2005-09-10,1130,174,1041,137,347,38,52,3,4,0,0,0,1
2005-09-07,1066,187,1121,122,337,40,46,4,3,0,0,0,1
2005-09-03,1096,203,1045,143,349,29,54,4,2,0,1,0,1
2005-08-31,1119,168,1037,152,347,36,57,5,5,0,0,0,1
2005-08-27,1115,171,1047,158,345,42,37,7,4,0,0,0,1
2005-08-24,1116,185,1085,139,306,42,43,5,5,0,0,0,1
2005-08-20,1124,198,1051,127,341,30,49,3,3,0,0,0,1
2005-08-17,1071,159,1105,144,365,39,39,0,4,0,0,0,1
2005-08-13,1135,162,1045,139,354,38,46,4,3,0,0,0,1
2005-08-10,1111,190,1058,129,350,38,42,5,3,0,0,0,1
2005-08-06,1084,191,1099,126,343,23,56,2,2,0,0,0,1
2005-08-03,1070,188,1076,135,362,33,53,8,1,0,0,0,1
2005-07-30,1089,173,1069,138,363,35,51,1,6,1,0,0,1
2005-07-27,1095,150,1121,149,316,31,53,8,3,0,0,0,1
2005-07-23,1125,159,1059,152,346,33,46,4,1,0,1,0,1
2005-07-20,1100,167,1081,138,355,29,51,3,2,0,0,0,1
2005-07-16,1121,169,1062,142,342,43,40,3,3,0,1,0,1
2005-07-13,1102,189,1075,139,343,29,39,7,3,0,0,0,1
2005-07-09,1091,183,1045,152,359,38,55,0,3,0,0,0,1
2005-07-06,1101,198,1007,143,377,43,49,2,6,0,0,0,1
2005-07-02,1086,173,1080,147,357,31,44,4,2,2,0,0,1
2005-06-29,1148,185,1014,138,355,38,40,4,4,0,0,0,1
2005-06-25,1082,192,1063,142,355,37,46,5,4,0,0,0,1
2005-06-22,1136,184,1014,154,347,30,56,4,1,0,0,0,1
2005-06-18,1085,178,1087,134,350,38,49,3,2,0,0,0,1
2005-06-15,1105,160,1065,155,341,39,58,2,1,0,0,0,1
2005-06-11,1136,159,1056,127,363,37,40,6,2,0,0,0,1
2005-06-08,1070,178,1057,145,378,35,56,6,1,0,0,0,1
2005-06-04,1104,210,1079,117,311,39,60,2,4,0,0,0,1
2005-06-01,1102,188,1054,127,369,30,47,4,5,0,0,0,1
2005-05-28,1071,194,1053,146,371,36,52,1,2,0,0,0,1
2005-05-25,1117,182,1018,151,372,31,48,2,5,0,0,0,1
2005-05-21,1114,189,1083,141,309,40,45,4,1,0,0,0,1
2005-05-18,1094,175,1076,147,332,39,56,1,5,1,0,0,1
2005-05-14,1109,188,1044,140,351,40,51,2,1,0,0,0,1
2005-05-11,1101,183,1052,147,350,33,49,4,7,0,0,0,1
2005-05-07,1136,181,1028,133,363,28,50,4,2,1,0,0,1
2005-05-04,1117,177,1055,151,345,34,42,1,4,0,0,0,1
2005-04-30,1107,178,1038,149,363,37,52,2,0,0,0,0,1
2005-04-27,1106,165,1095,139,325,35,52,3,4,1,1,0,1
2005-04-23,1131,177,1001,140,368,39,59,4,6,0,1,0,1
2005-04-20,1085,184,1076,135,367,34,37,5,3,0,0,0,1
2005-04-16,1067,192,1070,138,370,32,48,2,7,0,0,0,1
2005-04-13,1100,181,1079,138,334,40,45,3,4,1,1,0,1
2005-04-09,1093,174,1029,151,378,38,54,5,4,0,0,0,1
2005-04-06,1106,176,1078,134,346,29,52,4,1,0,0,0,1
2005-04-02,1043,219,1069,155,358,35,40,4,3,0,0,0,1
2005-03-30,1087,203,1070,132,348,37,44,1,4,0,0,0,1
2005-03-26,1084,154,1106,144,345,40,49,4,0,0,0,0,1
2005-03-23,1129,187,1042,139,340,37,46,3,3,0,0,0,1
2005-03-19,1066,199,1050,165,358,32,53,2,1,0,0,0,1
2005-03-16,1113,177,1067,140,350,32,42,2,3,0,0,0,1
2005-03-12,1110,172,1096,156,312,34,37,5,4,0,0,0,1
2005-03-09,1139,171,1040,141,334,39,55,3,4,0,0,0,1
2005-03-05,1070,178,1069,149,359,39,55,5,2,0,0,0,1
2005-03-02,1098,175,1082,131,357,35,42,3,3,0,0,0,1
2005-02-26,1042,181,1116,144,348,29,57,6,3,0,0,0,1
2005-02-23,1101,163,1065,134,368,34,54,2,5,0,0,0,1
2005-02-19,1100,184,1043,147,349,34,62,6,1,0,0,0,1
2005-02-16,1149,177,1002,147,362,33,50,2,4,0,0,0,1
2005-02-12,1091,161,1089,162,330,33,53,6,1,0,0,0,1
2005-02-09,1121,186,1042,120,357,35,60,4,1,0,0,0,1
2005-02-05,1114,165,1079,131,360,23,51,2,1,0,0,0,1
2005-02-02,1078,185,1102,139,342,38,38,4,0,0,0,0,1
2005-01-29,1119,194,1052,128,347,35,45,5,1,0,0,0,1
2005-01-26,1144,182,1033,133,354,40,33,3,3,1,0,0,1
2005-01-22,1149,181,1060,125,317,43,46,3,2,0,0,0,1
2005-01-19,1085,178,1104,107,354,37,57,2,2,0,0,0,1
2005-01-15,1087,208,1066,138,346,25,46,6,4,0,0,0,1
2005-01-12,1137,207,1028,138,343,33,36,2,2,0,0,0,1
2005-01-08,1118,195,1038,142,344,41,44,4,0,0,0,0,1
2005-01-05,1074,170,1066,142,364,52,50,6,2,0,0,0,1
2005-01-01,1157,158,1054,141,337,30,42,2,5,0,0,0,1
2004-12-29,1115,185,1077,141,323,32,48,2,3,0,0,0,1
2004-12-25,1097,188,1059,130,358,39,48,5,2,0,0,0,1
2004-12-22,1086,170,1054,155,362,37,54,6,1,1,0,0,1
2004-12-18,1112,160,1035,135,389,35,52,7,1,0,0,0,1
2004-12-15,1125,167,1042,152,342,42,51,3,2,0,0,0,1
2004-12-11,1117,163,1057,163,339,43,39,4,1,0,0,0,1
2004-12-08,1052,200,1086,136,361,30,61,0,0,0,0,0,1
2004-12-04,1105,177,1078,136,336,40,47,3,4,0,0,0,1
