Draw Date ,s0,s0+,s1,s1+,s2,s2+,s3,s3+,s4,s4+,s5,s5+,s6
2016-05-11,1123,184,1054,147,343,26,41,2,5,0,1,0,1
2016-05-07,1092,168,1070,138,369,28,55,6,0,0,0,0,1
2016-05-04,1032,181,1129,123,384,25,46,4,1,1,0,0,1
2016-04-30,1073,189,1073,145,364,35,40,6,1,0,0,0,1
2016-04-27,1099,185,1082,137,343,37,38,2,3,0,0,0,1
2016-04-23,1092,176,1084,140,346,38,45,2,3,0,0,0,1
2016-04-20,1170,180,1009,136,342,31,50,3,5,0,0,0,1
2016-04-16,1110,184,1011,156,370,30,60,4,1,0,0,0,1
2016-04-13,1108,175,1034,137,373,37,50,6,4,2,0,0,1
2016-04-09,1082,168,1049,148,371,42,56,5,5,0,0,0,1
2016-04-06,1136,166,1043,152,336,36,50,3,4,0,0,0,1
2016-04-02,1088,164,1091,148,346,34,48,5,1,0,1,0,1
2016-03-30,1094,166,1067,142,354,40,54,7,2,0,0,0,1
2016-03-26,1128,181,1055,138,346,33,42,1,2,0,0,0,1
2016-03-23,1125,172,1046,152,347,40,40,0,4,0,0,0,1
2016-03-19,1061,164,1077,148,380,39,50,5,2,0,0,0,1
2016-03-16,1096,183,1071,136,360,34,40,4,2,0,0,0,1
2016-03-12,1125,161,1059,163,325,31,59,1,2,0,0,0,1
2016-03-09,1149,178,994,153,367,30,50,3,2,0,0,0,1
2016-03-05,1093,186,1074,134,352,28,51,6,1,1,0,0,1
2016-03-02,1138,177,1062,153,313,30,45,5,3,0,0,0,1
2016-02-27,1108,175,1059,138,361,34,44,2,5,0,0,0,1
2016-02-24,1110,198,1044,144,337,30,54,6,3,0,0,0,1
2016-02-20,1103,175,1030,154,373,35,46,5,5,0,0,0,1
2016-02-17,1110,178,1061,145,345,38,40,5,4,0,0,0,1
2016-02-13,1114,172,1075,140,310,40,61,11,3,0,0,0,1
2016-02-10,1053,199,1051,145,388,31,50,4,4,1,0,0,1
2016-02-06,1055,198,1117,146,323,29,53,2,3,0,0,0,1
2016-02-03,1091,170,1104,129,337,34,55,4,2,0,0,0,1
2016-01-30,1114,170,1074,140,352,22,48,5,1,0,0,0,1
2016-01-27,1103,165,1080,144,349,38,40,2,5,0,0,0,1
2016-01-23,1077,167,1079,152,361,23,60,3,4,0,0,0,1
2016-01-20,1073,171,1069,149,358,47,51,4,4,0,0,0,1
2016-01-16,1108,193,1057,149,345,25,45,2,2,0,0,0,1
2016-01-13,1121,179,1037,147,360,31,45,3,3,0,0,0,1
2016-01-09,1134,188,1011,147,361,33,43,3,6,0,0,0,1
2016-01-06,1101,187,1068,123,351,45,47,3,1,0,0,0,1
2016-01-02,1103,181,1059,141,359,35,44,2,2,0,0,0,1
2015-12-30,1055,175,1084,148,364,45,49,4,1,0,1,0,1
2015-12-26,1111,166,1078,129,344,40,54,3,1,0,0,0,1
2015-12-23,1113,189,1074,115,340,48,39,6,2,0,0,0,1
2015-12-19,1077,184,1095,142,341,37,41,2,7,0,0,0,1
2015-12-16,1071,187,1087,133,356,42,46,2,2,0,0,0,1
2015-12-12,1064,166,1109,141,361,32,47,5,1,0,0,0,1
2015-12-09,1072,187,1091,142,349,37,42,5,1,0,0,0,1
2015-12-05,1111,181,1071,129,355,38,39,2,0,0,0,0,1
2015-12-02,1068,178,1097,121,370,39,46,3,4,0,0,0,1
2015-11-28,1074,194,1092,142,340,36,45,2,1,0,0,0,1
2015-11-25,1126,186,1037,113,366,45,48,1,4,0,0,0,1
2015-11-21,1078,182,1064,134,363,42,58,5,0,0,0,0,1
2015-11-18,1104,180,1062,126,354,33,59,6,2,0,0,0,1
2015-11-14,1103,166,1067,141,358,42,43,4,2,0,0,0,1
2015-11-11,1107,174,1038,138,375,42,47,0,4,1,0,0,1
2015-11-07,1122,188,1014,158,371,30,33,0,10,0,0,0,1
2015-11-04,1072,165,1117,143,345,31,51,1,1,0,0,0,1
2015-10-31,1097,181,1044,122,358,46,70,3,5,0,0,0,1
2015-10-28,1156,190,1006,123,366,35,43,2,5,0,0,0,1
2015-10-24,1084,184,1050,135,372,34,62,3,2,0,0,0,1
2015-10-21,1102,174,1069,148,344,35,50,2,2,0,0,0,1
2015-10-17,1096,170,1061,147,360,38,48,4,2,0,0,0,1
2015-10-14,1084,181,1074,157,342,32,48,4,4,0,0,0,1
2015-10-10,1102,185,1052,148,352,36,43,5,3,0,0,0,1
2015-10-07,1064,168,1124,120,375,27,41,4,3,0,0,0,1
2015-10-03,1151,156,1074,136,311,41,50,4,2,0,1,0,1
2015-09-30,1108,192,1072,144,323,31,49,2,5,0,0,0,1
2015-09-26,1083,203,1049,134,369,29,51,4,4,0,0,0,1
2015-09-23,1112,189,1055,125,350,32,53,5,5,0,0,0,1
2015-09-19,1132,155,1053,126,368,35,49,6,2,0,0,0,1
2015-09-16,1097,170,1133,125,314,45,37,2,3,0,0,0,1
2015-09-12,1112,190,1059,119,364,24,52,3,3,0,0,0,1
2015-09-09,1111,174,1048,139,358,34,57,4,1,0,0,0,1
2015-09-05,1078,178,1091,136,348,41,44,6,3,1,0,0,1
2015-09-02,1111,191,1077,143,321,37,41,1,4,0,0,0,1
2015-08-29,1077,166,1086,152,357,36,45,5,2,0,0,0,1
2015-08-26,1099,194,1072,146,334,32,45,2,2,0,0,0,1
2015-08-22,1081,178,1081,149,356,37,37,4,2,1,0,0,1
2015-08-19,1049,204,1071,150,352,44,51,3,2,0,0,0,1
2015-08-15,1116,187,1050,141,336,32,60,1,3,0,0,0,1
2015-08-12,1117,201,1068,144,320,34,35,2,5,0,0,0,1
2015-08-08,1092,174,1093,142,322,40,61,1,1,0,0,0,1
2015-08-05,1110,186,1066,146,328,33,51,3,3,0,0,0,1
2015-08-01,1136,171,1028,137,363,31,48,6,6,0,0,0,1
2015-07-29,1117,177,1054,138,348,29,57,1,4,1,0,0,1
2015-07-25,1117,160,1054,148,350,41,46,4,6,0,0,0,1
2015-07-22,1069,173,1066,154,360,45,49,4,5,1,0,0,1
2015-07-18,1050,170,1096,146,367,36,55,2,4,0,0,0,1
2015-07-15,1064,218,1104,121,339,29,44,6,1,0,0,0,1
2015-07-11,1100,185,1048,144,339,36,57,7,10,0,0,0,1
2015-07-08,1115,188,1056,139,340,36,42,6,4,0,0,0,1
2015-07-04,1139,164,1055,138,332,39,53,3,3,0,0,0,1
2015-07-01,1109,215,1039,128,356,32,41,4,2,0,0,0,1
2015-06-27,1135,188,1031,131,348,39,48,4,2,0,0,0,1
2015-06-24,1111,174,1051,148,363,33,39,5,2,0,0,0,1
2015-06-20,1086,184,1091,133,356,28,42,2,4,0,0,0,1
2015-06-17,1131,182,1054,144,315,35,57,2,5,0,1,0,1
2015-06-13,1094,158,1091,152,331,38,55,7,0,0,0,0,1
2015-06-10,1036,164,1123,130,378,39,45,6,5,0,0,0,1
2015-06-06,1119,171,1060,126,354,39,50,4,3,0,0,0,1
2015-06-03,1126,186,1018,133,357,45,56,2,3,0,0,0,1
2015-05-30,1127,169,1064,129,340,44,47,5,1,0,0,0,1
2015-05-27,1108,176,1067,145,355,29,39,4,3,0,0,0,1
2015-05-23,1098,176,1091,154,327,30,45,3,0,1,1,0,1
2015-05-20,1121,158,1068,135,342,41,53,5,3,0,0,0,1
2015-05-16,1100,183,1076,104,359,43,51,8,2,0,0,0,1
2015-05-13,1107,178,1031,143,364,44,50,4,5,0,0,0,1
2015-05-09,1093,173,1073,137,353,36,53,6,2,0,0,0,1
2015-05-06,1100,167,1087,129,357,29,48,4,4,1,0,0,1
2015-05-02,1142,149,1050,151,343,42,44,3,2,0,0,0,1
2015-04-29,1117,186,1065,127,359,31,38,2,1,0,0,0,1
2015-04-25,1137,173,1036,135,362,36,44,2,1,0,0,0,1
2015-04-22,1091,177,1056,144,354,40,56,7,1,0,0,0,1
2015-04-18,1104,162,1053,166,362,31,42,3,3,0,0,0,1
2015-04-15,1056,174,1062,141,396,38,52,4,3,0,0,0,1
2015-04-11,1099,189,1061,130,365,31,45,2,4,0,0,0,1
2015-04-08,1132,157,1061,144,343,38,46,3,1,0,1,0,1
2015-04-04,1091,174,1086,148,349,33,40,3,2,0,0,0,1
2015-04-01,1105,166,1070,153,371,24,33,1,3,0,0,0,1
2015-03-28,1095,194,1075,137,328,38,51,6,2,0,0,0,1
2015-03-25,1110,189,1077,122,347,30,43,2,6,0,0,0,1
2015-03-21,1143,175,1030,142,337,43,51,3,2,0,0,0,1
2015-03-18,1047,177,1112,143,351,34,56,6,0,0,0,0,1
2015-03-14,1123,181,1060,124,342,42,52,2,0,0,0,0,1
2015-03-11,1079,186,1061,134,379,33,45,4,5,0,0,0,1
2015-03-07,1092,177,1090,148,326,34,50,5,4,0,0,0,1
2015-03-04,1123,168,1058,143,360,30,37,4,3,0,0,0,1
2015-02-28,1107,186,1027,123,395,31,52,1,4,0,0,0,1
2015-02-25,1080,160,1102,151,344,37,44,3,5,0,0,0,1
2015-02-21,1082,181,1052,151,343,46,63,6,2,0,0,0,1
2015-02-18,1076,187,1070,144,357,40,49,1,1,1,0,0,1
2015-02-14,1074,159,1103,129,367,37,46,9,2,0,0,0,1
2015-02-11,1085,192,1065,140,343,38,56,6,1,0,0,0,1
2015-02-07,1107,174,1086,128,345,32,45,3,5,1,0,0,1
2015-02-04,1104,175,1060,155,344,33,43,6,6,0,0,0,1
2015-01-31,1145,163,1015,154,362,37,45,4,1,0,0,0,1
2015-01-28,1113,177,1021,147,378,33,47,5,4,1,0,0,1
2015-01-24,1120,191,1053,129,344,37,44,7,1,0,0,0,1
2015-01-21,1117,190,1037,130,354,33,58,4,2,0,1,0,1
2015-01-17,1117,169,1061,140,350,43,37,6,3,0,0,0,1
2015-01-14,1097,179,1070,135,349,38,49,3,6,0,0,0,1
2015-01-10,1096,164,1041,168,370,37,45,3,2,0,0,0,1
2015-01-07,1101,165,1048,144,389,25,45,5,3,1,0,0,1
2015-01-03,1098,160,1080,157,334,37,54,2,4,0,0,0,1
2014-12-31,1119,173,1078,135,335,38,40,2,4,1,1,0,1
2014-12-27,1105,163,1080,150,327,41,53,5,2,0,0,0,1
2014-12-24,1141,185,1048,129,331,44,40,5,3,0,0,0,1
2014-12-20,1099,181,1048,166,356,32,39,3,2,0,0,0,1
2014-12-17,1090,180,1068,135,348,32,64,3,6,0,0,0,1
2014-12-13,1113,189,1045,122,364,37,51,1,4,0,0,0,1
2014-12-10,1129,166,1043,160,338,41,42,4,2,1,0,0,1
2014-12-06,1135,179,1041,131,363,34,38,3,2,0,0,0,1
2014-12-03,1111,163,1076,143,344,36,46,2,5,0,0,0,1
2014-11-29,1096,185,1058,146,354,35,46,4,1,1,0,0,1
2014-11-26,1094,163,1084,138,354,37,51,1,4,0,0,0,1
2014-11-22,1099,178,1069,130,358,37,49,2,4,0,0,0,1
2014-11-19,1078,182,1064,152,372,33,41,3,0,1,0,0,1
2014-11-15,1057,184,1094,144,371,37,35,1,3,0,0,0,1
2014-11-12,1090,178,1044,150,364,38,56,5,1,0,0,0,1
2014-11-08,1080,171,1058,139,377,40,53,3,5,0,0,0,1
2014-11-05,1106,193,1064,150,333,36,38,5,1,0,0,0,1
2014-11-01,1141,195,1011,131,343,42,55,6,2,0,0,0,1
2014-10-29,1074,194,1102,134,342,30,49,1,0,0,0,0,1
2014-10-25,1090,183,1099,107,333,43,62,5,3,1,0,0,1
2014-10-22,1100,175,1048,145,366,31,57,3,1,0,0,0,1
2014-10-18,1057,190,1063,161,365,43,40,6,1,0,0,0,1
2014-10-15,1147,176,1048,145,325,34,41,6,4,0,0,0,1
2014-10-11,1018,192,1101,139,377,41,51,5,2,0,0,0,1
2014-10-08,1080,178,1040,142,381,39,55,7,4,0,0,0,1
2014-10-04,1123,186,1057,136,335,34,48,2,5,0,0,0,1
2014-10-01,1108,168,1083,144,337,23,54,5,4,0,0,0,1
2014-09-27,1092,180,1042,152,372,41,43,2,2,0,0,0,1
2014-09-24,1098,169,1084,135,360,42,36,1,1,0,0,0,1
2014-09-20,1117,178,1081,128,338,25,52,5,2,0,0,0,1
2014-09-17,1092,185,1067,124,357,46,48,6,1,0,0,0,1
2014-09-13,1121,179,1043,128,352,40,58,4,1,0,0,0,1
2014-09-10,1115,174,1043,160,360,24,46,3,1,0,0,0,1
2014-09-06,1126,163,1052,119,350,55,53,2,6,0,0,0,1
2014-09-03,1129,178,1030,148,356,30,53,0,2,0,0,0,1
2014-08-30,1109,187,1039,140,368,33,45,2,3,0,0,0,1
2014-08-27,1100,161,1058,143,365,32,57,4,6,0,0,0,1
2014-08-23,1043,175,1105,158,352,38,48,2,5,0,0,0,1
2014-08-20,1084,193,1070,158,341,23,46,7,3,1,0,0,1
2014-08-16,1131,200,1054,118,329,36,49,3,6,0,0,0,1
2014-08-13,1072,182,1075,150,363,41,38,4,1,0,0,0,1
2014-08-09,1098,176,1088,140,335,36,49,1,3,0,0,0,1
2014-08-06,1094,186,1064,143,341,35,55,3,4,1,0,0,1
2014-08-02,1107,168,1031,158,374,35,43,7,3,0,0,0,1
2014-07-30,1143,165,1055,144,322,39,51,3,3,0,1,0,1
2014-07-26,1081,179,1107,130,343,33,47,3,2,0,0,1,1
2014-07-23,1078,186,1103,168,316,34,36,1,4,0,0,0,1
2014-07-19,1105,184,1071,141,336,44,42,2,1,0,0,0,1
2014-07-16,1091,177,1079,150,350,28,43,2,6,0,0,0,1
2014-07-12,1091,177,1095,146,336,30,43,3,5,0,0,0,1
2014-07-09,1062,193,1096,138,338,28,62,4,5,0,0,0,1
2014-07-05,1087,188,1046,140,371,30,57,3,4,0,0,0,1
2014-07-02,1088,183,1051,145,370,49,32,5,2,1,0,0,1
2014-06-28,1107,172,1043,150,356,39,53,1,5,0,0,0,1
2014-06-25,1090,162,1091,145,355,29,46,4,4,0,0,0,1
2014-06-21,1018,203,1092,157,366,43,40,5,2,0,0,0,1
2014-06-18,1106,169,1041,166,339,40,55,5,4,1,0,0,1
2014-06-14,1099,173,1079,135,337,35,63,3,2,0,0,0,1
2014-06-11,1103,178,1064,140,360,30,45,3,2,1,0,0,1
2014-06-07,1118,183,1024,139,370,36,53,2,1,0,0,0,1
2014-06-04,1058,175,1056,157,386,36,51,3,4,0,0,0,1
2014-05-31,1136,185,1057,134,326,31,52,2,3,0,0,0,1
2014-05-28,1117,180,1021,148,375,36,40,5,3,0,0,1,1
2014-05-24,1058,186,1067,153,376,30,51,1,4,0,0,0,1
2014-05-21,1119,177,1027,144,358,39,54,5,3,0,0,0,1
2014-05-17,1116,155,1057,150,356,31,57,2,2,0,0,0,1
2014-05-14,1051,177,1090,130,388,42,41,2,4,1,0,0,1
2014-05-10,1127,170,1054,124,352,38,50,5,5,0,1,0,1
2014-05-07,1117,176,1047,149,356,26,48,4,3,0,0,0,1
2014-05-03,1105,195,1026,128,389,34,42,3,4,0,0,0,1
2014-04-30,1095,155,1125,140,318,35,51,3,4,0,0,0,1
2014-04-26,1119,195,1035,125,366,23,57,3,3,0,0,0,1
2014-04-23,1107,158,1069,136,355,44,53,2,2,0,0,0,1
2014-04-19,1043,179,1121,147,339,39,49,5,3,0,0,1,1
2014-04-16,1131,192,1058,137,336,29,37,5,1,0,0,0,1
2014-04-12,1062,187,1082,127,360,49,51,6,2,0,0,0,1
2014-04-09,1062,171,1127,124,359,28,53,1,1,0,0,0,1
2014-04-05,1064,195,1086,132,372,30,41,3,3,0,0,0,1
2014-04-02,1139,191,1017,140,353,35,46,5,0,0,0,0,1
2014-03-29,1086,181,1084,152,329,36,50,6,1,0,1,0,1
2014-03-26,1060,175,1084,150,358,33,53,7,5,1,0,0,1
2014-03-22,1081,193,1104,134,332,35,42,3,2,0,0,0,1
2014-03-19,1156,193,1032,113,336,39,52,1,3,0,1,0,1
2014-03-15,1137,180,1027,135,349,38,55,2,3,0,0,0,1
2014-03-12,1049,187,1122,133,336,44,49,2,4,0,0,0,1
2014-03-08,1090,171,1047,148,399,26,42,1,2,0,0,0,1
2014-03-05,1074,171,1087,148,357,32,45,8,4,0,0,0,1
2014-03-01,1101,187,1058,144,341,40,49,4,1,0,1,0,1
2014-02-26,1121,184,1061,148,325,33,48,4,2,0,0,0,1
2014-02-22,1106,189,1059,148,339,35,44,5,1,0,0,0,1
2014-02-19,1057,179,1079,138,381,38,50,2,2,0,0,0,1
2014-02-15,1108,175,1097,137,320,37,49,3,0,0,0,0,1
2014-02-12,1112,170,1100,128,318,31,60,5,2,0,0,0,1
2014-02-08,1095,167,1040,149,370,43,57,3,2,0,0,0,1
2014-02-05,1078,160,1099,129,378,28,46,4,4,0,0,0,1
2014-02-01,1127,172,1037,131,367,37,47,5,3,0,0,0,1
2014-01-29,1105,152,1087,139,346,41,48,6,2,0,0,0,1
2014-01-25,1113,170,1068,149,333,39,50,3,1,0,0,0,1
2014-01-22,1100,180,1090,143,343,29,34,3,4,0,0,0,1
2014-01-18,1105,170,1090,136,335,39,45,0,6,0,0,0,1
2014-01-15,1105,170,1063,148,346,37,53,0,4,0,0,0,1
2014-01-11,1099,189,1093,138,332,34,37,2,2,0,0,0,1
2014-01-08,1093,192,1072,138,355,30,42,2,1,0,1,0,1
2014-01-04,1085,191,1057,150,352,27,54,6,1,3,0,0,1
2014-01-01,1118,186,1051,143,344,33,46,4,1,0,0,0,1
2013-12-28,1081,174,1089,145,353,34,42,5,3,0,0,0,1
2013-12-25,1073,177,1107,130,341,33,54,5,6,0,0,0,1
2013-12-21,1112,184,1059,117,356,34,58,4,1,1,0,0,1
2013-12-18,1119,188,1060,121,366,30,37,4,1,0,0,0,1
2013-12-14,1068,206,1068,152,340,33,53,2,4,0,0,0,1
2013-12-11,1096,188,1050,138,363,29,55,4,3,0,0,0,1
2013-12-07,1093,162,1075,155,362,35,39,3,2,0,0,0,1
2013-12-04,1108,198,1066,131,340,32,46,3,2,0,0,0,1
2013-11-30,1113,173,1054,148,353,31,47,6,1,0,0,0,1
2013-11-27,1158,182,992,133,360,34,61,1,5,0,0,0,1
2013-11-23,1096,181,1092,149,323,31,47,5,2,0,0,0,1
2013-11-20,1023,189,1110,154,352,39,52,3,3,0,1,0,1
2013-11-16,1104,177,1079,128,356,30,43,6,3,0,0,0,1
2013-11-13,1050,188,1118,128,352,41,40,5,4,0,0,0,1
2013-11-09,1112,175,1076,139,328,39,53,2,2,0,0,0,1
2013-11-06,1148,152,1075,137,330,29,46,2,7,0,0,0,1
2013-11-02,1053,164,1092,157,373,33,50,3,1,0,0,0,1
2013-10-30,1116,198,1040,136,348,34,48,5,1,0,0,0,1
2013-10-26,1060,186,1107,150,348,28,39,5,3,0,0,0,1
2013-10-23,1083,162,1091,159,357,33,36,5,0,0,0,0,1
2013-10-19,1110,195,1067,118,343,36,47,4,6,0,0,0,1
2013-10-16,1125,155,1083,138,326,38,54,4,2,1,0,0,1
2013-10-12,1067,192,1066,148,351,40,50,5,7,0,0,0,1
2013-10-09,1114,167,1069,146,326,48,51,3,2,0,0,0,1
2013-10-05,1044,191,1077,140,373,42,52,3,4,0,0,0,1
2013-10-02,1108,182,1067,125,355,28,53,6,2,0,0,0,1
2013-09-28,1101,166,1075,157,333,44,45,3,2,0,0,0,1
2013-09-25,1096,164,1114,150,330,27,38,4,3,0,0,0,1
2013-09-21,1057,172,1068,169,354,45,51,6,4,0,0,0,1
2013-09-18,1101,191,1081,148,314,40,44,6,1,0,0,0,1
2013-09-14,1157,160,1035,142,342,38,50,1,1,0,0,0,1
2013-09-11,1126,151,1104,136,325,29,48,5,2,0,0,0,1
2013-09-07,1107,189,1052,134,342,45,47,6,4,0,0,0,1
2013-09-04,1080,169,1068,164,343,41,51,7,3,0,0,0,1
2013-08-31,1092,192,1046,149,361,39,40,4,3,0,0,0,1
2013-08-28,1090,177,1116,136,330,33,40,2,2,0,0,0,1
2013-08-24,1112,186,1047,134,343,36,61,5,1,1,0,0,1
2013-08-21,1093,197,1049,124,367,32,56,5,3,0,0,0,1
2013-08-17,1110,175,1052,127,373,36,47,5,1,0,0,0,1
2013-08-14,1091,199,1083,127,338,39,43,1,5,0,0,0,1
2013-08-10,1089,190,1061,150,328,44,55,9,0,0,0,0,1
2013-08-07,1064,171,1068,153,374,40,51,3,2,0,0,0,1
2013-08-03,1088,172,1072,135,354,43,56,4,2,0,0,0,1
2013-07-31,1115,174,1044,151,343,44,45,4,6,0,0,0,1
2013-07-27,1109,187,1064,151,319,31,56,6,3,0,0,0,1
2013-07-24,1076,185,1115,137,338,35,37,1,2,0,0,0,1
2013-07-20,1084,191,1077,151,322,33,61,1,6,0,0,0,1
2013-07-17,1098,194,1074,135,331,27,55,9,3,0,0,0,1
2013-07-13,1075,176,1092,163,332,38,42,5,3,0,0,0,1
2013-07-10,1101,168,1101,141,335,33,43,2,2,0,0,0,1
2013-07-06,1104,164,1060,152,349,53,35,8,1,0,0,0,1
2013-07-03,1117,191,1077,128,328,29,50,2,4,0,0,0,1
2013-06-29,1088,185,1103,138,330,36,43,1,2,0,0,0,1
2013-06-26,1089,155,1087,150,352,39,45,7,2,0,0,0,1
2013-06-22,1073,183,1067,147,368,45,37,6,0,0,0,0,1
2013-06-19,1102,178,1052,141,373,24,51,4,1,0,0,0,1
2013-06-15,1117,172,1071,147,345,31,38,2,2,1,0,0,1
2013-06-12,1101,194,1063,152,331,34,43,5,3,0,0,0,1
2013-06-08,1076,186,1092,142,349,25,52,2,2,0,0,0,1
2013-06-05,1043,208,1085,130,371,37,43,6,3,0,0,0,1
2013-06-01,1111,172,1100,121,337,34,43,4,4,0,0,0,1
2013-05-29,1104,186,1070,136,321,45,56,0,8,0,0,0,1
2013-05-25,1132,176,1058,135,327,44,48,3,3,0,0,0,1
2013-05-22,1070,169,1101,149,345,34,56,0,2,0,0,0,1
2013-05-18,1101,187,1077,148,319,39,46,6,2,0,1,0,1
2013-05-15,1097,167,1068,125,364,42,52,4,7,0,0,0,1
2013-05-11,1085,183,1081,160,328,34,53,1,1,0,0,0,1
2013-05-08,1076,179,1054,140,390,42,36,2,6,1,0,0,1
2013-05-04,1148,181,1013,148,352,28,47,2,7,0,0,0,1
2013-05-01,1082,172,1096,140,345,42,41,6,2,0,0,0,1
2013-04-27,1085,151,1039,147,422,36,40,4,2,0,0,0,1
2013-04-24,1109,187,1071,141,328,38,44,6,2,0,0,0,1
2013-04-20,1117,154,1047,154,360,38,48,5,3,0,0,0,1
2013-04-17,1073,164,1098,133,356,28,61,8,4,1,0,0,1
2013-04-13,1052,183,1086,140,386,37,38,0,4,0,0,0,1
2013-04-10,1131,166,1033,154,354,31,48,5,3,0,1,0,1
2013-04-06,1107,187,1085,136,329,28,49,4,1,0,0,0,1
2013-04-03,1118,185,1065,130,341,38,45,2,2,0,0,0,1
2013-03-30,1019,170,1133,130,384,35,50,3,2,0,0,0,1
2013-03-27,1108,167,1087,142,345,37,34,3,3,0,0,0,1
2013-03-23,1099,180,1063,125,376,24,56,0,3,0,0,0,1
2013-03-20,1135,197,1045,128,333,22,55,4,7,0,0,0,1
2013-03-16,1113,197,1063,123,344,32,48,3,3,0,0,0,1
2013-03-13,1115,200,1002,137,353,51,64,3,1,0,0,0,1
2013-03-09,1115,188,1064,137,327,37,51,7,0,0,0,0,1
2013-03-06,1061,157,1106,147,362,39,51,2,0,1,0,0,1
2013-03-02,1091,175,1105,138,331,37,45,2,2,0,0,0,1
2013-02-27,1095,168,1067,146,350,44,45,8,2,0,1,0,1
2013-02-23,1086,166,1068,152,370,37,42,1,4,0,0,0,1
2013-02-20,1116,147,1060,151,367,31,49,1,4,0,0,0,1
2013-02-16,1066,201,1069,133,369,36,49,2,1,0,0,0,1
2013-02-13,1140,173,1032,137,361,32,41,6,4,0,0,0,1
2013-02-09,1144,164,1088,120,325,38,39,5,3,0,0,0,1
2013-02-06,1104,188,1096,129,328,30,44,3,4,0,0,0,1
2013-02-02,1065,178,1105,142,335,46,54,1,0,0,0,0,1
2013-01-30,1105,169,1050,149,356,33,55,5,4,0,0,0,1
2013-01-26,1080,172,1089,141,366,34,40,2,0,2,0,0,1
2013-01-23,1084,200,1061,136,340,43,56,2,4,0,0,0,1
2013-01-19,1099,168,1089,141,331,49,44,5,0,0,0,0,1
2013-01-16,1112,182,1035,133,366,34,57,4,3,0,0,0,1
2013-01-12,1114,178,1035,149,370,29,44,3,4,0,0,0,1
2013-01-09,1127,198,1029,140,355,32,43,1,1,0,0,0,1
2013-01-05,1072,177,1072,148,370,34,49,3,1,0,0,0,1
2013-01-02,1124,181,1051,134,351,37,44,2,2,0,0,0,1
2012-12-29,1114,152,1023,157,385,40,46,5,4,0,0,0,1
2012-12-26,1115,164,1031,140,392,36,43,3,2,0,0,0,1
2012-12-22,1071,185,1098,125,353,30,59,2,3,0,0,0,1
2012-12-19,1092,169,1087,139,326,47,53,8,5,0,0,0,1
2012-12-15,1099,189,1090,132,331,40,38,6,1,0,0,0,1
2012-12-12,1074,178,1061,161,353,47,47,4,1,0,0,0,1
2012-12-08,1074,182,1080,146,354,38,47,3,2,0,0,0,1
2012-12-05,1112,186,1050,136,347,51,38,2,4,0,0,0,1
2012-12-01,1092,179,1081,143,343,36,44,3,5,0,0,0,1
2012-11-28,1090,188,1095,141,326,30,50,1,5,0,0,0,1
2012-11-24,1114,177,1080,112,336,49,49,7,2,0,0,0,1
2012-11-21,1097,163,1059,136,378,31,53,6,3,0,0,0,1
2012-11-17,1129,189,1073,108,352,31,38,4,2,0,0,0,1
2012-11-14,1072,188,1081,139,359,29,51,5,2,0,0,0,1
2012-11-10,1094,207,1071,131,335,31,52,2,3,0,0,0,1
2012-11-07,1102,179,1047,153,368,32,40,3,2,0,0,0,1
2012-11-03,1092,178,1077,139,342,45,48,3,2,0,0,0,1
2012-10-31,1100,187,1048,147,363,32,39,5,5,0,0,0,1
2012-10-27,1052,166,1125,134,342,48,54,3,1,0,1,0,1
2012-10-24,1145,175,1027,142,361,35,36,3,2,0,0,0,1
2012-10-20,1114,180,1042,129,364,35,56,3,3,0,0,0,1
2012-10-17,1097,175,1099,126,344,30,46,5,4,0,0,0,1
2012-10-13,1069,190,1069,126,379,38,44,7,3,1,0,0,1
2012-10-10,1079,181,1109,150,339,28,36,0,4,0,0,0,1
2012-10-06,1075,167,1112,145,342,31,49,2,3,0,0,0,1
2012-10-03,1101,165,1074,132,370,31,47,5,1,0,0,0,1
2012-09-29,1103,185,1042,151,364,32,46,1,2,0,0,0,1
2012-09-26,1072,186,1075,138,343,43,57,7,5,0,0,0,1
2012-09-22,1133,160,1088,122,336,33,48,4,2,0,0,0,1
2012-09-19,1121,190,1058,152,336,37,30,1,1,0,0,0,1
2012-09-15,1089,173,1058,145,373,36,44,3,4,1,0,0,1
2012-09-12,1048,195,1111,134,346,40,43,5,4,0,0,0,1
2012-09-08,1064,198,1097,139,338,44,39,6,0,1,0,0,1
2012-09-05,1109,170,1072,136,359,28,49,3,0,0,0,0,1
2012-09-01,1112,169,1080,132,345,35,47,4,1,1,0,0,1
2012-08-29,1146,178,1016,128,361,38,51,1,7,0,0,0,1
2012-08-25,1060,169,1062,151,373,48,56,4,3,0,0,0,1
2012-08-22,1074,174,1080,129,371,40,57,1,0,0,0,0,1
2012-08-18,1147,175,1037,127,337,43,50,6,4,0,0,0,1
2012-08-15,1126,178,1052,158,331,32,44,3,2,0,0,0,1
2012-08-11,1083,164,1077,135,376,33,56,2,0,0,0,0,1
2012-08-08,1094,191,1086,123,354,38,34,6,0,0,0,0,1
2012-08-04,1113,156,1081,133,363,29,45,1,5,0,0,0,1
2012-08-01,1121,158,1074,129,349,28,60,5,2,0,0,0,1
2012-07-28,1054,173,1112,144,344,37,55,3,3,1,0,0,1
2012-07-25,1095,177,1048,144,354,51,48,5,4,0,0,0,1
2012-07-21,1102,157,1073,136,374,33,45,3,3,0,0,0,1
